buyer_id;gender;age;age_group;employment_status;housing_status;country;brand;sneaker_price_usd;purchase_channel;purchase_season;reason_for_purchase;discount_used;comfort_rating;durability_rating;repurchase_intent
5198;Female;18;Adult;Employed;Home Owner;USA;New Balance;96;Online;Summer;Fashion;Yes;3;3;Yes
5199;Female;37;Youth;Self-employed;Home Owner;Germany;New Balance;220;Retail Store;Winter;Work;No;2;3;Yes
5200;Female;35;Adult;Student;Home Owner;Japan;Balenciaga;157;Online;Winter;Fashion;Yes;1;3;Yes
5201;Female;55;Adult;Self-employed;Renter;Brazil;Under Armour;376;Retail Store;Spring;Sports;Yes;3;2;Yes
5202;Male;24;Adult;Unemployed;Renter;France;Crocs;263;Retail Store;Autumn;Work;Yes;3;4;Yes
5203;Male;25;Youth;Unemployed;Renter;China;Vans;356;Online;Winter;Sports;No;5;3;Yes
5204;Male;48;Youth;Self-employed;Home Owner;Brazil;Balenciaga;350;Online;Spring;Work;No;5;3;No
5205;Female;51;Adult;Employed;Home Owner;Canada;Under Armour;375;Retail Store;Winter;Comfort;Yes;2;5;Yes
5206;Male;46;Adult;Unemployed;Home Owner;Brazil;Adidas;315;Retail Store;Summer;Sports;No;5;1;No
5207;Male;18;Adult;Employed;Home Owner;UK;Puma;298;Retail Store;Autumn;Fashion;Yes;2;5;Yes
5208;Male;50;Adult;Self-employed;Home Owner;Brazil;Vans;360;Online;Winter;Fashion;Yes;2;2;Yes
5209;Male;62;Youth;Employed;Renter;India;Vans;332;Online;Summer;Fashion;No;4;1;Yes
5210;Male;64;Adult;Student;Home Owner;Japan;ASICS;202;Retail Store;Summer;Work;Yes;3;1;Yes
5211;Female;52;Youth;Unemployed;Home Owner;China;Adidas;163;Online;Autumn;Fashion;Yes;5;3;No
5212;Male;20;Youth;Employed;Home Owner;Nigeria;Nike;55;Online;Winter;Sports;No;1;1;Yes
5213;Female;20;Adult;Employed;Home Owner;Germany;Nike;407;Retail Store;Autumn;Sports;No;2;2;Yes
5214;Female;52;Senior;Student;Home Owner;Canada;New Balance;43;Retail Store;Summer;Comfort;No;2;5;No
5215;Female;45;Adult;Employed;Home Owner;India;Vans;298;Retail Store;Spring;Work;No;3;3;No
5216;Female;46;Adult;Self-employed;Home Owner;Brazil;Balenciaga;147;Retail Store;Winter;Sports;No;3;4;No
5217;Female;56;Senior;Self-employed;Home Owner;Brazil;Vans;312;Retail Store;Winter;Fashion;No;5;5;Yes
5218;Male;27;Youth;Self-employed;Home Owner;China;Under Armour;211;Online;Autumn;Fashion;No;5;3;No
5219;Male;48;Senior;Unemployed;Homeless;Canada;Crocs;230;Retail Store;Winter;Sports;Yes;2;3;Yes
5220;Female;69;Adult;Employed;Home Owner;Italy;Nike;137;Online;Summer;Comfort;Yes;4;1;Yes
5221;Female;47;Adult;Unemployed;Home Owner;UK;ASICS;209;Retail Store;Winter;Comfort;No;1;3;Yes
5222;Female;58;Adult;Unemployed;Home Owner;Italy;Balenciaga;137;Retail Store;Autumn;Sports;No;1;3;Yes
5223;Male;34;Adult;Employed;Renter;Italy;Vans;184;Online;Autumn;Sports;Yes;2;1;Yes
5224;Female;35;Adult;Employed;Renter;UK;Crocs;63;Online;Summer;Work;No;3;5;No
5225;Male;52;Adult;Self-employed;Home Owner;China;Crocs;204;Online;Summer;Work;No;2;4;Yes
5226;Female;57;Senior;Unemployed;Renter;Japan;ASICS;297;Online;Spring;Sports;No;2;4;Yes
5227;Male;67;Youth;Unemployed;Renter;USA;Vans;159;Retail Store;Autumn;Fashion;No;1;4;No
5228;Female;63;Adult;Employed;Homeless;Italy;Adidas;309;Online;Spring;Sports;No;2;2;No
5229;Male;34;Youth;Unemployed;Home Owner;Nigeria;Under Armour;433;Online;Spring;Work;No;2;5;Yes
5230;Female;17;Adult;Student;Homeless;Canada;Puma;310;Online;Winter;Sports;No;3;1;No
5231;Male;43;Youth;Employed;Renter;China;ASICS;76;Online;Spring;Comfort;No;4;4;No
5232;Male;25;Youth;Self-employed;Renter;UK;Puma;353;Online;Spring;Work;Yes;1;3;Yes
5233;Male;40;Adult;Student;Renter;Nigeria;Vans;220;Retail Store;Spring;Comfort;No;4;3;Yes
5234;Male;32;Adult;Student;Renter;Brazil;Crocs;121;Online;Spring;Work;No;3;3;No
5235;Male;45;Youth;Self-employed;Renter;Nigeria;ASICS;293;Online;Spring;Work;No;5;3;Yes
5236;Male;28;Adult;Student;Home Owner;Germany;Under Armour;351;Online;Summer;Work;No;2;1;Yes
5237;Male;41;Senior;Student;Home Owner;Germany;Puma;276;Online;Spring;Fashion;Yes;4;4;Yes
5238;Female;35;Youth;Student;Renter;China;Nike;52;Retail Store;Summer;Work;No;2;3;Yes
5239;Female;36;Adult;Unemployed;Home Owner;Canada;New Balance;202;Retail Store;Summer;Comfort;No;2;5;No
5240;Female;46;Youth;Student;Home Owner;UK;Nike;203;Retail Store;Winter;Work;No;1;5;Yes
5241;Female;19;Youth;Student;Home Owner;Germany;Puma;369;Online;Summer;Comfort;Yes;4;1;Yes
5242;Female;50;Adult;Employed;Home Owner;Canada;Puma;388;Retail Store;Summer;Sports;Yes;5;1;No
5243;Male;49;Adult;Self-employed;Renter;India;Vans;63;Retail Store;Summer;Comfort;Yes;1;5;No
5244;Male;16;Adult;Unemployed;Home Owner;USA;Nike;220;Retail Store;Autumn;Comfort;No;2;2;Yes
5245;Male;46;Youth;Unemployed;Renter;Italy;Nike;66;Online;Summer;Comfort;No;4;2;Yes
5246;Male;54;Adult;Self-employed;Renter;UK;Balenciaga;113;Online;Autumn;Work;Yes;4;4;Yes
5247;Male;34;Adult;Unemployed;Home Owner;Italy;Balenciaga;179;Retail Store;Autumn;Comfort;Yes;1;4;Yes
5248;Female;17;Youth;Unemployed;Home Owner;Nigeria;Nike;182;Retail Store;Winter;Comfort;No;5;3;No
5249;Female;62;Youth;Unemployed;Renter;Brazil;Vans;42;Online;Summer;Comfort;Yes;1;5;No
5250;Female;54;Youth;Employed;Renter;Canada;Vans;323;Online;Summer;Comfort;Yes;5;2;Yes
5251;Female;35;Adult;Employed;Home Owner;Italy;Puma;304;Online;Summer;Comfort;No;1;1;Yes
5252;Male;66;Youth;Unemployed;Renter;China;Vans;69;Online;Winter;Fashion;No;4;3;No
5253;Male;27;Adult;Self-employed;Home Owner;Italy;Puma;96;Retail Store;Autumn;Sports;No;2;4;Yes
5254;Male;43;Youth;Self-employed;Home Owner;UK;Adidas;318;Retail Store;Autumn;Comfort;No;5;2;Yes
5255;Female;21;Youth;Employed;Renter;Nigeria;Balenciaga;359;Retail Store;Winter;Sports;Yes;4;2;Yes
5256;Male;55;Youth;Employed;Home Owner;Germany;Vans;439;Retail Store;Spring;Work;Yes;5;4;Yes
5257;Female;65;Adult;Student;Renter;Nigeria;Adidas;159;Retail Store;Summer;Comfort;No;5;4;Yes
5258;Male;37;Youth;Employed;Home Owner;Germany;Balenciaga;325;Retail Store;Spring;Work;Yes;5;3;Yes
5259;Male;37;Adult;Unemployed;Renter;UK;New Balance;85;Online;Autumn;Fashion;Yes;1;5;Yes
5260;Female;61;Adult;Employed;Home Owner;Brazil;Under Armour;396;Retail Store;Autumn;Work;No;5;4;Yes
5261;Male;33;Adult;Student;Home Owner;France;Nike;119;Retail Store;Autumn;Work;Yes;2;5;Yes
5262;Male;21;Adult;Student;Home Owner;Italy;Vans;295;Online;Spring;Work;No;5;2;Yes
5263;Female;67;Adult;Self-employed;Home Owner;India;ASICS;387;Retail Store;Spring;Comfort;No;1;2;Yes
5264;Male;60;Adult;Self-employed;Renter;France;Balenciaga;413;Online;Summer;Work;Yes;5;5;No
5265;Female;50;Senior;Unemployed;Home Owner;USA;Nike;443;Retail Store;Spring;Fashion;No;1;3;Yes
5266;Male;34;Youth;Employed;Home Owner;China;Balenciaga;148;Retail Store;Winter;Comfort;Yes;4;1;Yes
5267;Male;55;Youth;Student;Renter;Nigeria;Crocs;95;Online;Winter;Comfort;No;2;5;Yes
5268;Male;35;Adult;Student;Home Owner;China;Puma;260;Online;Summer;Sports;No;1;4;Yes
5269;Male;61;Adult;Self-employed;Home Owner;China;Adidas;277;Online;Summer;Work;Yes;3;2;Yes
5270;Male;16;Adult;Self-employed;Renter;Italy;Adidas;332;Retail Store;Spring;Work;Yes;3;3;Yes
5271;Male;41;Youth;Employed;Home Owner;Japan;Under Armour;248;Retail Store;Spring;Comfort;Yes;4;2;No
5272;Male;27;Adult;Student;Home Owner;Germany;Nike;229;Online;Summer;Comfort;Yes;5;1;No
5273;Male;13;Senior;Self-employed;Home Owner;China;Adidas;196;Online;Spring;Work;Yes;2;3;No
5274;Female;66;Adult;Employed;Home Owner;China;Crocs;165;Retail Store;Summer;Fashion;Yes;4;2;Yes
5275;Female;42;Senior;Employed;Renter;Italy;Puma;165;Online;Autumn;Sports;Yes;5;5;Yes
5276;Male;41;Adult;Employed;Home Owner;Brazil;New Balance;167;Online;Autumn;Work;No;4;2;Yes
5277;Male;32;Youth;Self-employed;Home Owner;USA;New Balance;132;Online;Summer;Comfort;Yes;5;2;Yes
5278;Female;45;Adult;Self-employed;Home Owner;France;Under Armour;122;Online;Autumn;Sports;No;5;2;No
5279;Male;53;Adult;Self-employed;Home Owner;Germany;Adidas;82;Online;Spring;Sports;No;3;4;Yes
5280;Male;56;Adult;Unemployed;Home Owner;France;Balenciaga;241;Retail Store;Winter;Work;Yes;4;4;Yes
5281;Female;48;Adult;Unemployed;Renter;UK;Vans;331;Retail Store;Summer;Comfort;Yes;5;2;Yes
5282;Male;34;Adult;Unemployed;Home Owner;UK;Puma;414;Online;Summer;Comfort;No;2;5;No
5283;Male;25;Youth;Self-employed;Home Owner;UK;Nike;184;Online;Autumn;Comfort;Yes;2;1;Yes
5284;Female;19;Adult;Self-employed;Renter;Germany;New Balance;221;Online;Summer;Work;Yes;4;3;Yes
5285;Male;20;Adult;Unemployed;Home Owner;India;Balenciaga;184;Retail Store;Autumn;Comfort;Yes;1;5;Yes
5286;Male;40;Senior;Student;Home Owner;Italy;New Balance;199;Retail Store;Summer;Work;No;3;5;Yes
5287;Female;57;Adult;Student;Renter;France;New Balance;439;Retail Store;Spring;Comfort;No;3;5;Yes
5288;Male;55;Senior;Student;Home Owner;France;Balenciaga;346;Retail Store;Autumn;Sports;Yes;2;3;Yes
5289;Female;21;Adult;Student;Renter;Germany;Crocs;411;Retail Store;Winter;Fashion;Yes;3;4;No
5290;Male;37;Youth;Unemployed;Renter;India;Crocs;294;Online;Spring;Sports;Yes;4;1;Yes
5291;Male;68;Youth;Employed;Home Owner;China;Crocs;318;Retail Store;Summer;Comfort;Yes;1;2;Yes
5292;Female;28;Adult;Employed;Home Owner;Japan;Puma;183;Online;Autumn;Sports;Yes;4;2;Yes
5293;Female;22;Senior;Student;Homeless;USA;Under Armour;71;Online;Spring;Fashion;Yes;2;1;Yes
5294;Male;23;Adult;Self-employed;Renter;Nigeria;Balenciaga;105;Online;Summer;Sports;No;3;5;No
5295;Female;43;Senior;Student;Home Owner;France;Vans;399;Retail Store;Autumn;Comfort;No;4;3;No
5296;Female;24;Adult;Student;Renter;Brazil;Nike;365;Online;Spring;Comfort;No;1;5;No
5297;Male;43;Adult;Employed;Home Owner;Canada;ASICS;241;Online;Autumn;Work;No;5;2;No
5298;Male;26;Adult;Self-employed;Home Owner;Germany;Nike;229;Retail Store;Summer;Comfort;Yes;3;3;Yes
5299;Male;63;Adult;Employed;Renter;Italy;Adidas;154;Online;Spring;Fashion;No;3;5;Yes
5300;Female;56;Adult;Self-employed;Home Owner;China;Puma;301;Retail Store;Summer;Work;No;5;3;Yes
5301;Female;44;Adult;Unemployed;Renter;China;Nike;340;Retail Store;Spring;Comfort;No;3;5;Yes
5302;Female;62;Adult;Employed;Home Owner;France;Under Armour;328;Online;Summer;Comfort;No;4;1;Yes
5303;Female;65;Adult;Unemployed;Renter;France;Puma;44;Online;Summer;Comfort;No;2;3;No
5304;Male;29;Youth;Unemployed;Home Owner;Japan;Crocs;351;Online;Autumn;Comfort;Yes;3;1;No
5305;Female;47;Adult;Student;Home Owner;Brazil;Crocs;67;Online;Autumn;Sports;No;2;3;No
5306;Male;13;Senior;Self-employed;Home Owner;India;Adidas;430;Online;Spring;Work;Yes;2;5;Yes
5307;Female;41;Adult;Employed;Home Owner;China;Adidas;277;Retail Store;Spring;Work;No;4;2;Yes
5308;Male;63;Adult;Student;Renter;France;New Balance;98;Retail Store;Summer;Comfort;No;5;3;Yes
5309;Male;16;Youth;Employed;Renter;UK;Crocs;442;Online;Autumn;Sports;No;3;3;Yes
5310;Male;35;Adult;Unemployed;Renter;USA;Crocs;357;Retail Store;Summer;Fashion;No;1;2;Yes
5311;Female;40;Adult;Employed;Home Owner;Japan;Balenciaga;338;Online;Summer;Sports;No;3;2;Yes
5312;Male;28;Senior;Employed;Renter;France;Adidas;89;Online;Spring;Sports;Yes;4;2;No
5313;Male;24;Senior;Student;Home Owner;Brazil;ASICS;281;Online;Winter;Sports;No;4;2;Yes
5314;Female;65;Senior;Self-employed;Home Owner;Italy;ASICS;159;Retail Store;Summer;Work;Yes;5;4;Yes
5315;Male;33;Youth;Employed;Home Owner;UK;Vans;397;Online;Summer;Sports;Yes;2;1;No
5316;Female;57;Adult;Unemployed;Renter;China;ASICS;77;Online;Autumn;Sports;No;1;5;Yes
5317;Female;29;Senior;Unemployed;Home Owner;France;Puma;270;Retail Store;Winter;Sports;No;3;2;Yes
5318;Male;52;Adult;Student;Home Owner;France;Adidas;440;Online;Winter;Fashion;No;1;4;Yes
5319;Male;25;Senior;Unemployed;Home Owner;Japan;Adidas;250;Retail Store;Summer;Work;No;2;2;Yes
5320;Female;64;Adult;Employed;Home Owner;Italy;Balenciaga;322;Online;Summer;Comfort;Yes;2;5;Yes
5321;Male;44;Adult;Self-employed;Renter;UK;Nike;204;Online;Winter;Work;No;1;4;Yes
5322;Female;49;Youth;Employed;Home Owner;Canada;Adidas;422;Retail Store;Summer;Fashion;Yes;4;5;No
5323;Female;62;Adult;Student;Home Owner;Italy;New Balance;302;Online;Winter;Sports;Yes;2;1;Yes
5324;Female;27;Adult;Unemployed;Homeless;France;Under Armour;333;Retail Store;Spring;Sports;Yes;3;3;No
5325;Male;24;Youth;Employed;Homeless;Brazil;Under Armour;248;Online;Autumn;Sports;No;1;2;No
5326;Female;61;Youth;Employed;Home Owner;UK;Vans;416;Retail Store;Spring;Fashion;No;2;2;No
5327;Male;69;Adult;Unemployed;Renter;USA;Balenciaga;196;Retail Store;Spring;Sports;Yes;4;1;Yes
5328;Male;27;Adult;Self-employed;Home Owner;Nigeria;Adidas;346;Retail Store;Autumn;Fashion;No;1;4;Yes
5329;Male;46;Youth;Self-employed;Renter;Japan;Adidas;403;Online;Spring;Sports;No;4;4;Yes
5330;Male;18;Youth;Self-employed;Renter;Japan;Crocs;142;Online;Summer;Sports;No;3;4;Yes
5331;Female;29;Youth;Unemployed;Home Owner;Brazil;New Balance;438;Retail Store;Spring;Fashion;No;5;4;Yes
5332;Male;60;Youth;Employed;Homeless;Canada;Vans;183;Retail Store;Spring;Fashion;No;1;5;Yes
5333;Female;61;Senior;Student;Home Owner;India;Puma;136;Retail Store;Summer;Fashion;Yes;3;1;No
5334;Female;69;Adult;Employed;Renter;USA;Puma;306;Retail Store;Summer;Fashion;No;4;4;Yes
5335;Male;32;Adult;Unemployed;Renter;Germany;New Balance;391;Online;Spring;Work;Yes;4;3;No
5336;Female;21;Adult;Unemployed;Home Owner;India;Puma;276;Online;Spring;Work;No;4;1;No
5337;Female;17;Adult;Employed;Home Owner;Italy;ASICS;131;Retail Store;Summer;Sports;No;1;5;Yes
5338;Male;35;Adult;Unemployed;Home Owner;Nigeria;Nike;422;Retail Store;Autumn;Sports;No;3;3;No
5339;Female;45;Senior;Employed;Renter;China;Crocs;187;Retail Store;Summer;Comfort;No;4;4;Yes
5340;Female;50;Adult;Employed;Renter;Canada;Under Armour;68;Online;Autumn;Sports;Yes;4;3;No
5341;Female;68;Adult;Self-employed;Home Owner;Germany;New Balance;55;Online;Summer;Sports;No;5;2;Yes
5342;Female;26;Adult;Unemployed;Home Owner;Canada;Nike;389;Online;Summer;Sports;No;3;3;Yes
5343;Male;29;Senior;Unemployed;Home Owner;Germany;Nike;440;Retail Store;Autumn;Work;No;3;2;Yes
5344;Female;69;Youth;Self-employed;Renter;Nigeria;Nike;245;Retail Store;Autumn;Sports;Yes;5;5;Yes
5345;Female;31;Adult;Self-employed;Renter;Brazil;Under Armour;255;Online;Autumn;Sports;Yes;4;5;Yes
5346;Female;45;Senior;Self-employed;Home Owner;Canada;Balenciaga;332;Retail Store;Spring;Comfort;No;2;1;Yes
5347;Female;13;Senior;Student;Home Owner;Italy;New Balance;372;Online;Autumn;Work;No;4;3;Yes
5348;Male;25;Adult;Unemployed;Home Owner;Nigeria;Under Armour;57;Online;Summer;Work;No;2;4;No
5349;Female;58;Adult;Employed;Home Owner;France;Under Armour;366;Online;Summer;Fashion;No;4;2;Yes
5350;Male;39;Adult;Employed;Home Owner;UK;Puma;419;Retail Store;Winter;Sports;No;3;1;Yes
5351;Female;18;Adult;Employed;Home Owner;Canada;Balenciaga;216;Online;Summer;Sports;Yes;3;2;Yes
5352;Male;18;Senior;Unemployed;Renter;France;Nike;178;Retail Store;Winter;Work;No;2;2;Yes
5353;Male;45;Youth;Student;Home Owner;Nigeria;Puma;248;Retail Store;Spring;Fashion;No;1;3;Yes
5354;Male;42;Adult;Unemployed;Home Owner;Japan;Balenciaga;58;Online;Autumn;Fashion;No;1;2;Yes
5355;Male;58;Senior;Unemployed;Renter;UK;Under Armour;109;Retail Store;Autumn;Comfort;Yes;4;2;No
5356;Male;47;Adult;Unemployed;Renter;UK;Vans;155;Retail Store;Winter;Comfort;No;5;4;Yes
5357;Female;35;Adult;Unemployed;Home Owner;Nigeria;New Balance;348;Retail Store;Spring;Work;No;4;3;Yes
5358;Female;22;Adult;Unemployed;Home Owner;Brazil;Balenciaga;49;Retail Store;Winter;Work;No;2;4;Yes
5359;Female;63;Adult;Student;Homeless;USA;Puma;296;Retail Store;Autumn;Work;No;2;1;Yes
5360;Male;31;Senior;Self-employed;Home Owner;Japan;Adidas;296;Retail Store;Summer;Work;Yes;3;5;Yes
5361;Female;63;Adult;Employed;Home Owner;Canada;Vans;86;Online;Autumn;Comfort;No;4;2;Yes
5362;Male;40;Adult;Unemployed;Renter;Nigeria;Under Armour;269;Online;Spring;Fashion;No;5;3;No
5363;Male;35;Senior;Unemployed;Renter;Italy;Under Armour;194;Retail Store;Spring;Work;No;4;5;Yes
5364;Female;16;Senior;Unemployed;Renter;Japan;Balenciaga;192;Retail Store;Winter;Sports;No;4;2;Yes
5365;Female;32;Adult;Employed;Home Owner;Brazil;Crocs;257;Retail Store;Autumn;Fashion;No;4;2;No
5366;Male;31;Adult;Student;Home Owner;USA;Under Armour;142;Online;Spring;Sports;No;1;5;No
5367;Male;54;Adult;Employed;Home Owner;Italy;Puma;433;Online;Autumn;Work;Yes;5;1;Yes
5368;Female;39;Adult;Student;Home Owner;Nigeria;ASICS;203;Online;Autumn;Fashion;No;4;4;No
5369;Female;69;Adult;Self-employed;Home Owner;France;ASICS;431;Online;Winter;Work;Yes;1;4;Yes
5370;Female;46;Youth;Unemployed;Home Owner;Japan;New Balance;92;Online;Summer;Fashion;Yes;4;5;No
5371;Female;16;Adult;Student;Home Owner;China;Under Armour;401;Online;Autumn;Fashion;Yes;5;3;Yes
5372;Male;68;Adult;Employed;Renter;Japan;Puma;43;Online;Autumn;Fashion;Yes;3;1;Yes
5373;Female;50;Senior;Student;Renter;UK;Crocs;88;Online;Summer;Sports;No;1;1;Yes
5374;Female;19;Adult;Student;Renter;Brazil;Adidas;151;Retail Store;Winter;Sports;No;2;5;Yes
5375;Female;60;Adult;Self-employed;Renter;Italy;ASICS;236;Retail Store;Summer;Work;No;2;5;Yes
5376;Male;19;Adult;Unemployed;Home Owner;Japan;Adidas;209;Retail Store;Autumn;Sports;No;1;4;Yes
5377;Male;62;Adult;Unemployed;Home Owner;Nigeria;New Balance;157;Online;Winter;Sports;No;2;3;Yes
5378;Male;64;Youth;Employed;Home Owner;India;Adidas;114;Online;Summer;Work;No;2;4;No
5379;Male;38;Youth;Employed;Home Owner;UK;Under Armour;360;Online;Winter;Work;No;2;5;Yes
5380;Female;38;Senior;Self-employed;Renter;Italy;Under Armour;244;Retail Store;Spring;Comfort;No;5;5;Yes
5381;Male;66;Youth;Student;Renter;USA;Puma;123;Retail Store;Winter;Comfort;No;2;1;Yes
5382;Female;31;Senior;Student;Renter;Germany;Vans;73;Online;Autumn;Fashion;No;3;3;Yes
5383;Female;21;Senior;Employed;Home Owner;Nigeria;Balenciaga;392;Retail Store;Spring;Sports;Yes;5;5;Yes
5384;Female;32;Adult;Unemployed;Renter;Brazil;Nike;53;Retail Store;Autumn;Sports;No;1;1;Yes
5385;Female;54;Adult;Student;Home Owner;Italy;ASICS;371;Online;Winter;Fashion;No;4;4;No
5386;Male;57;Adult;Self-employed;Home Owner;France;ASICS;242;Retail Store;Summer;Fashion;Yes;1;4;Yes
5387;Male;62;Senior;Employed;Home Owner;Italy;Crocs;296;Retail Store;Winter;Fashion;No;5;1;Yes
5388;Male;28;Adult;Student;Home Owner;France;Balenciaga;277;Online;Winter;Sports;No;2;2;Yes
5389;Female;66;Youth;Unemployed;Renter;UK;New Balance;303;Retail Store;Summer;Sports;No;4;4;Yes
5390;Female;29;Adult;Unemployed;Home Owner;USA;Nike;441;Online;Winter;Work;No;4;2;No
5391;Female;34;Adult;Self-employed;Home Owner;Brazil;Nike;428;Online;Summer;Sports;No;4;1;Yes
5392;Female;25;Youth;Self-employed;Home Owner;USA;Balenciaga;422;Retail Store;Autumn;Comfort;No;5;3;Yes
5393;Female;24;Senior;Employed;Home Owner;UK;Crocs;167;Online;Spring;Work;No;1;5;No
5394;Male;22;Adult;Employed;Homeless;Italy;Under Armour;262;Online;Autumn;Fashion;Yes;3;4;No
5395;Female;13;Adult;Unemployed;Homeless;Brazil;Adidas;106;Retail Store;Spring;Sports;No;4;5;No
5396;Male;44;Youth;Unemployed;Homeless;Japan;Balenciaga;189;Online;Summer;Fashion;No;1;2;Yes
5397;Female;42;Adult;Student;Home Owner;Germany;ASICS;173;Retail Store;Spring;Comfort;No;1;4;Yes
5398;Female;20;Adult;Student;Home Owner;China;New Balance;383;Retail Store;Autumn;Fashion;No;3;3;Yes
5399;Male;33;Adult;Student;Homeless;China;Crocs;252;Retail Store;Winter;Work;No;3;3;Yes
5400;Male;34;Adult;Self-employed;Homeless;India;Adidas;76;Online;Winter;Sports;Yes;5;3;Yes
5401;Female;30;Adult;Self-employed;Home Owner;Nigeria;Adidas;160;Online;Autumn;Fashion;Yes;3;3;Yes
5402;Female;14;Youth;Student;Renter;China;Balenciaga;265;Online;Summer;Sports;No;3;5;No
5403;Female;60;Adult;Unemployed;Home Owner;Germany;Nike;330;Online;Autumn;Work;Yes;4;5;Yes
5404;Female;56;Youth;Employed;Renter;Japan;Vans;422;Retail Store;Winter;Work;No;1;2;Yes
5405;Male;21;Youth;Self-employed;Home Owner;Canada;Under Armour;75;Online;Spring;Work;No;3;5;Yes
5406;Female;15;Youth;Self-employed;Renter;Canada;Adidas;228;Online;Spring;Comfort;No;2;2;Yes
5407;Male;66;Senior;Student;Home Owner;Canada;Nike;286;Retail Store;Summer;Work;No;5;5;Yes
5408;Female;38;Senior;Employed;Home Owner;France;Under Armour;257;Retail Store;Summer;Comfort;No;3;2;No
5409;Male;33;Youth;Self-employed;Home Owner;Nigeria;Adidas;419;Retail Store;Spring;Sports;No;3;1;Yes
5410;Male;42;Adult;Employed;Home Owner;Germany;Under Armour;296;Online;Winter;Work;No;3;3;Yes
5411;Female;40;Youth;Self-employed;Home Owner;France;Crocs;215;Online;Spring;Work;Yes;3;4;No
5412;Male;48;Adult;Employed;Renter;Germany;Vans;250;Online;Autumn;Comfort;Yes;5;5;Yes
5413;Female;38;Adult;Employed;Home Owner;Germany;Nike;257;Online;Spring;Work;Yes;4;3;Yes
5414;Male;46;Adult;Self-employed;Renter;USA;ASICS;382;Online;Autumn;Fashion;No;4;5;Yes
5415;Female;20;Adult;Employed;Home Owner;Italy;Vans;386;Online;Autumn;Comfort;Yes;5;2;Yes
5416;Male;22;Adult;Unemployed;Home Owner;Germany;Puma;362;Online;Winter;Comfort;Yes;3;5;Yes
5417;Female;60;Adult;Self-employed;Renter;USA;Nike;116;Retail Store;Autumn;Comfort;No;1;3;Yes
5418;Female;67;Youth;Self-employed;Home Owner;India;Vans;42;Retail Store;Autumn;Comfort;Yes;3;3;Yes
5419;Male;55;Youth;Unemployed;Homeless;China;Adidas;65;Online;Summer;Sports;No;1;5;No
5420;Male;62;Adult;Employed;Renter;France;Crocs;42;Online;Autumn;Comfort;No;2;4;No
5421;Male;66;Senior;Unemployed;Renter;India;Adidas;351;Retail Store;Autumn;Sports;No;4;4;Yes
5422;Male;26;Adult;Self-employed;Home Owner;UK;ASICS;323;Online;Autumn;Sports;No;4;1;Yes
5423;Female;52;Youth;Unemployed;Home Owner;UK;Puma;278;Online;Autumn;Sports;No;1;1;No
5424;Male;67;Senior;Employed;Homeless;France;Crocs;283;Online;Winter;Fashion;No;2;1;Yes
5425;Female;27;Youth;Unemployed;Home Owner;France;New Balance;69;Online;Spring;Fashion;No;4;2;Yes
5426;Male;29;Youth;Self-employed;Renter;Italy;Puma;382;Online;Spring;Sports;Yes;2;4;No
5427;Female;65;Senior;Employed;Home Owner;China;Puma;441;Online;Spring;Work;No;4;1;No
